No.,ID,Vietnames_names,Province,final_lat,final_lon,Giai đoạn 1981-2000,Số năm,Giai đoạn 2011-2020,Số năm.1,elevation,distance_to_coast_km
469,tayhieu,Tây Hiếu,Nghệ An,19.32,105.4,1981-2000,20,2011-2020,10,56,37.37951370077777
470,tayninh,Tây Ninh,Tây Ninh,11.333,106.116,1981-2000,20,2011-2020,10,5,100.30441423894491
471,p.taytrang,Tây Trang,Điện Biên,21.2209,102.9371,1981-2000,20,2011-2017,7,1075,345.0465527431003
472,p.thacbatv,Thác Bà,Yên Bái,21.7542,105.0498,1981-2000,20,2011-2020,10,33,183.98635021297525
473,thacgieng,Thác Riềng,Bắc Kạn,22.092361,105.875941,1981-2000,20,2011-2020,10,115,142.77269289703088
474,thachhan,Thạch Hãn,Quảng Trị,16.75,107.2333,1981-2000,20,2011-2020,10,10,12.047223987857178
475,p.thanhmytn,Thạch Mỹ,Lâm Đồng,11.7656,108.5018,1981-2000,20,2011-2020,10,1011,58.50124967143782
476,thachthat,Thạch Thất,Hà Nội,21.05,105.59,1981-2000,20,2011-2017,7,25,109.38715793201047
477,p.thacmuoi,Thác Muối,Nghệ An,18.849,105.1852,1981-2000,20,2011-2017,7,26,47.46086901888304
478,thaibinh,Thái Bình,Thái Bình,20.45,106.35,1981-2000,20,2011-2020,10,14,17.64364704011348
479,thainguyen,Thái Nguyên,Thái Nguyên,21.6,105.833,1981-2000,20,2011-2020,10,29,105.66198655685885
480,p.thanhbinhtv,Thanh Bình,Lâm Đồng,11.7794,108.2799,1981-2000,20,2011-2020,10,856,74.00716597538482
481,thanhhoa,Thanh Hóa,Thanh Hóa,19.75,105.783,1981-2000,20,2011-2020,10,6,9.211524755635487
482,p.thanhmai,Thanh Mai,Nghệ An,18.6323,105.3685,,#VALUE!,,#VALUE!,31,40.02685612810458
483,thanhoai,Thanh Oai,Hà Nội,20.9,105.77,1981-2000,20,2011-2017,7,7,87.50111173724426
484,thanhson,Thanh Sơn,Phú Thọ,21.195431,105.15506,1981-2000,20,2011-2020,10,43,155.66844095187986
485,p.thanhthuy,Thanh Thủy,Phú Thọ,21.1824,105.2852,1981-2000,20,2011-2017,7,43,142.08490431340152
486,thanuyen,Than Uyên,Lai Châu,21.95,103.883,1981-2000,20,2011-2020,10,570,303.79745193946565
487,thatkhe,Thất Khê,Lạng Sơn,22.25,106.466,1981-2000,20,2011-2020,10,173,137.10394990670383
488,p.thoibinh,Thới Bình,Cà Mau,9.349,105.0851,1981-2000,20,2011-2017,7,6,28.492438131007727
489,p.thoison,Thới Sơn,An Giang,10.6157,105.0018,1981-2000,20,2011-2017,7,52,49.832480524896866
490,thon4,Thôn 4,Gia Lai,13.878,107.98,1981-2000,20,2011-2017,7,760,132.66244105503824
491,p.thongnhatnt,Thống Nhất,Thanh Hóa,20.0824,105.4852,1981-2000,20,2011-2017,7,76,52.166000881068946
492,p.thotnot,Thớt Nốt,Cần Thơ,10.2657,105.5351,1981-2000,20,2011-2017,7,9,42.18681125222783
493,thuanan,Thuận An,Bình Dương,10.9,106.7,1981-2000,20,2011-2017,7,8,24.927629568439496
494,thuanchau,Thuận Châu,Sơn La,21.43,103.7,1981-2000,20,2011-2017,7,564,287.94918159105157
495,thuongcat,Thượng Cát,Hà Nội,21.0757,105.8745,1981-2000,20,2011-2020,10,14,80.00411684610044
496,thuongnhat,Thượng Nhật,Huế,16.1236,107.6872,1981-2000,20,2011-2020,10,91,24.84372181618551
497,thuongtin,Thường Tín,Hà Nội,20.9,105.883,1981-2000,20,2011-2017,7,12,77.20359231767569
498,p.thuynguyen,Thủy Nguyên,HaiPhong,20.9157,106.6852,1981-2000,20,2011-2017,7,22,3.4855066980728107
499,tienphuoc,Tiên Phước,Quảng Nam,15.483,108.3,1981-2000,20,2011-2017,7,46,30.698125047509382
500,tienyen,Tiên Yên,Quảng Ninh,21.333,107.4,1981-2000,20,2011-2020,10,9,1.6471527431845003
501,p.tieucan,Thanh Hòa Sơn,Trà Vinh,9.799,106.1684,,#VALUE!,,#VALUE!,7,7.363986715012189
502,tinhgia,Tĩnh Gia,Thanh Hóa,19.45,105.783,1981-2000,20,2011-2020,10,11,2.702581661988515
503,p.tinhtuc,Tĩnh Túc,Cao Bằng,22.6657,105.8519,1981-2000,20,2011-2017,7,976,199.64100951912573
504,trabong,Trà Bồng,Quãng Ngãi,15.249,108.535,1981-2000,20,2011-2017,7,63,24.535305197310844
505,tracu,Trà Cú,Trà Vinh,9.72,106.2,1981-2000,20,2011-2017,7,8,3.3731289527857946
506,p.trakhuctv,Trà Khúc,Quảng Ngãi,15.1377,108.8082,1981-2000,20,2011-2020,10,5,6.06927238449799
507,p.tramtau,Trạm Tấu,Yên Bái,21.4824,104.3685,1981-2000,20,2011-2017,7,860,238.1005954569268
508,tramy,Trà My,Quảng Nam,15.333,108.25,1981-2000,20,2011-2020,10,149,42.85223536127352
509,p.tranvanthoi,Trần Văn Thời,Cà Mau,9.05,104.967,1981-2000,20,2011-2017,7,8,17.5354539422162
510,p.traon,Trà Ôn,Vĩnh Long,9.967,105.933,1981-2000,20,2011-2017,7,7,1.0412821922997184
511,travinh,Trà Vinh,Trà Vinh,9.97,106.35,1981-2000,20,2011-2020,10,7,0.23007761892719147
512,trian,Trị An,Bình Dương,11.1,107.0,1981-2000,20,2011-2020,10,41,44.357728696429675
513,p.trieuduong,Triều Dương,Hưng Yên,20.65,106.133,1981-2000,20,2011-2020,10,9,41.961250177739906
514,p.trieuson,Triệu Sơn,Thanh Hoá,19.817,105.6,1981-2000,20,2011-2017,7,13,28.430583313786087
515,triton,Tri Tôn,An Giang,10.43,105.05,1981-2000,20,2011-2017,7,10,36.43834292831912
516,trucphuong,Trực Phương,Nam Định,20.316409,106.301876,1981-2000,20,2011-2020,10,11,14.192131144527714
517,trungha,Trung Hà,Hà Nội,21.2417,105.3469,1981-2000,20,2011-2020,10,25,136.72757320406384
518,trungkhanh,Trùng Khánh,Cao Bằng,22.833,106.517,1981-2000,20,2011-2020,10,607,190.65636950881338
519,tuangiao,tuangiao,Điện Biên,21.582,103.415,1981-2000,20,2011-2020,10,618,321.81030454369164
520,p.tuctrung,Túc Trưng,Đồng Nai,11.25,107.45,1981-2000,20,2011-2017,7,115,74.03833326461138
521,p.tuky,Tứ Kỳ,Hải Dương,20.8,106.4,1981-2000,20,2011-2017,7,12,24.645532459087267
522,tuly,Tu Lý,Hoà Binh,20.567,105.25,1981-2000,20,2011-2017,7,264,102.24636930331606
523,tuongduong,Tương Dương,Nghệ An,19.283,104.433,1981-2000,20,2011-2020,10,150,128.14891711680005
524,tuyenhoa,Tuyên Hóa,Quảng Bình,17.883,106.016,1981-2000,20,2011-2020,10,21,31.05405106947165
525,tuyennhon,Tuyên Nhơn,Long An,10.65,106.18,1981-2000,20,2011-2020,10,5,44.65812279571567
526,tuyenquang,Tuyên Quang,Tuyên Quang,21.81,105.216,1981-2000,20,2011-2020,10,20,171.7377515395218
527,tuyhoa,Tuy Hòa,Phú Yên,13.083,109.283,1981-2000,20,2011-2020,10,10,4.936119451946894
528,uminh,U Minh,Cà Mau,9.416,104.968,1981-2000,20,2011-2017,7,10,15.457500345166823
529,uongbi,Uông Bí,Quảng Ninh,21.033,106.75,1981-2000,20,2011-2020,10,7,1.018140819598522
530,p.vamkinhtv,Vàm Kinh,Tiền Giang,10.267,106.75,1981-2000,20,2011-2020,10,1,0.5441530735342766
531,p.vamnaotv,Vàm Nao,An Giang,10.567,105.35,1981-2000,20,2011-2020,10,7,64.79260902249123
532,p.vanban,Văn Bàn,Lào Cai,22.05,104.15,1981-2000,20,2011-2017,7,454,282.1356373736764
533,vancanh,Vân Canh,Bình Định,13.616,109.002,1981-2000,20,2011-2017,7,46,22.627378309567312
534,vanchan,Văn Chấn/ Nghĩa Lộ,Yên Bái,21.583,104.516,1981-2000,20,2011-2020,10,271,229.16459522792655
535,p.vandinh,Vân Đình,Hà Nội,20.733,105.767,1981-2000,20,2011-2017,7,10,81.1443189124397
536,p.vangiang,Văn Giang,Hưng Yên,20.983,105.933,1981-2000,20,2011-2017,7,11,73.82659702704647
537,p.vanlinh,Vạn Linh,Lạng Sơn,21.667,106.5,,#VALUE!,,#VALUE!,365,72.97596529568945
538,vanly,Văn Lý,Nam Định,20.117,106.3,1981-2000,20,2011-2020,10,19,1.0304864009393568
539,vanmich,Văn Mịch,Lạng Sơn,22.090234,106.39164,1981-2000,20,2011-2020,10,201,121.15302276065668
540,vanyen,Vạn Yên,Sơn   La,21.0683,104.7092,1981-2000,20,2011-2020,10,111,181.1643344273668
541,p.nt15,Viên An Đông,Cà Mau,8.6823,104.9518,1981-2000,20,2011-2017,7,7,1.8745151105686355
542,vietlam,Việt Lâm,Hà Giang,22.599,104.918,1981-2000,20,2011-2017,7,512,249.60738265726428
543,viettri,Việt Trì,Phú Thọ,21.3,105.416,1981-2000,20,2011-2020,10,15,131.02444651044132
544,p.viettrung,Việt Trung,Quảng Bình,17.483,106.517,1981-2000,20,2011-2017,7,20,10.947986698652157
545,vinh,Vinh,Nghệ An,18.666,105.7,1981-2000,20,2011-2020,10,7,5.363496878943396
546,p.vinhhoahung,Vĩnh Hoà Hưng,Kiên Giang,9.75,105.383,,#VALUE!,,#VALUE!,10,31.85829398879892
547,vinhkim,Vĩnh Kim,Bình Định,14.232,108.768,1981-2000,20,2011-2017,7,119,42.54287246756104
548,p.vinhthuan,Vĩnh Thuận,Kiên Giang,9.5,105.25,,#VALUE!,,#VALUE!,19,42.232268924767524
549,p.vinhtuong,Vĩnh Tường,Vĩnh Phúc,21.233,105.517,1981-2000,20,2011-2017,7,18,119.20223546755264
550,p.vinhtuytv,Vĩnh Tuy,Hà Giang,22.269,104.892,1981-2000,20,2011-2020,10,48,227.83698954110307
551,vinhhung,Vĩnh Hưng,Long An,10.887,105.781,,#VALUE!,,#VALUE!,12,80.59249337513137
552,vinhyen_vinhphuc,Vĩnh Yên,Vĩnh Phúc,21.317,105.6,1981-2000,20,2011-2020,10,18,113.08024848243542
553,vinhyen_laocai,Vĩnh Yên,Lào Cai,22.383,104.45,1981-2000,20,2011-2020,10,170,272.3486912632069
554,vithanh,Vị Thanh,Hậu Giang,9.817,105.45,1981-2000,20,2011-2020,10,6,37.1854447880745
555,p.vithuong,Vi Thượng,Hà Giang,22.233,104.75,,#VALUE!,,#VALUE!,129,237.42577713216804
556,p.voxu,Võ Xu,Bình Thuận,11.183,107.6,1981-2000,20,2011-2017,7,101,59.57535027332506
557,p.vuchan,Vũ Chấn,Thái Nguyên,21.833,106.067,1992-2000,9,2011-2017,7,168,107.93942517604793
558,vungtau,Vũng Tàu,Bà Rịa Vũng Tàu,10.5,107.2,1981-2000,20,2011-2020,10,17,3.6279202633583605
559,p.vuquangtv,Vụ Quang,Phú Thọ,21.5,105.3,1981-2000,20,2011-2020,10,23,149.0441891481319
560,xala,Xã Là,Sơn La,20.94,103.92,1981-2000,20,2011-2020,10,284,240.20447263978923
561,p.xalat,Lát,Lâm Đồng,12.05,108.417,1981-2000,20,2011-2017,7,1544,80.04694781014575
562,p.xeorotv,Xẻo Rô,Kiên Giang,9.867,105.1,1981-2000,20,2011-2020,10,3,0.9756919945267646
563,p.xuangiang,Xuân Giang,Hà Giang,22.3,104.633,,#VALUE!,,#VALUE!,410,251.56646378530448
564,p.xuanhoa,Xuân Hoà,Vĩnh Phúc,21.283,105.717,1981-2000,20,2011-2017,7,15,100.37480804363351
565,p.xuankhanhtv,Xuân Khánh,Thanh Hoá,19.933,105.533,1981-2000,20,2011-2020,10,15,39.232066190516655
566,xuanloc,Xuân Lộc/Long Khánh,Đồng Nai,10.933,107.233,,#VALUE!,2011-2020,10,188,37.466340482762156
567,xuanmai,Xuân Mai,Hà Nội,20.92,105.59,1981-2000,20,2011-2017,7,8,105.40162188705311
568,p.xuantotv,Xuân Tô,An Giang,10.6,104.933,1981-2000,20,2011-2017,7,5,44.88689055347143
569,p.xuyenmoc,Xuyên Mộc,Bà Rịa - Vũng Tàu,10.533,107.367,1981-2000,20,2011-2017,,7,8.000337286880283
570,yaly,Ya Ly,Kon Tum,14.21,107.75,,#VALUE!,2011-2020,,424,146.901969062658
571,yenbai,Yên Bái,Yên Bái,21.7,104.87,1981-2000,20,2011-2020,,19,198.5567963541722
572,p.yencat,Yên Cát,Thanh Hoá,19.667,105.533,1981-2000,20,2011-2017,,56,27.936425966079522
573,yenchau,Yên Châu,Sơn La,21.216,104.3,1981-2000,20,2011-2020,,341,223.98998425946363
574,yendinh,Yên Định,Thanh Hóa,19.983,105.667,1981-2000,20,2011-2020,,8,30.634794543771886
575,p.yenhung,Yên Hưng,Quảng Ninh,20.95,106.8,1981-2000,20,2011-2017,,15,1.5071138889684899
576,p.yenlap,Yên Lập,Thái Bình,20.55,106.5,1981-2000,20,2011-2017,,16,2.1791590415539774
577,p.yenluong,Yên Lương,Phú Thọ,20.967,105.217,1981-2000,20,2011-2017,,226,136.294294000626
578,p.yenminh,Yên Minh,Hà Giang,23.133,105.15,1981-2000,20,2011-2017,,822,280.00688058945684
579,p.yenphong,Yên Phong,Bắc Ninh,21.183,105.95,1981-2000,20,2011-2017,,17,74.1219521654302
580,yenthe,Yên Thế,Bắc Giang,21.4657,106.1185,1981-2000,20,2011-2017,,28,73.38787877914062
581,yenthuong,Yên Thượng,Nghệ An,18.6965,105.4336,,#VALUE!,,,12,30.48044829119148
582,p.yenthuy,Yên Thuỷ,Hoà Binh,20.383,105.617,1981-2000,20,2011-2017,,51,60.193782248028306
583,p.yty,Y Ty,Lào Cai,22.633,103.633,1981-2000,20,2011-2017,,1984,358.59244720212405
